PPGRD,PAYPLANT
KM,KM-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRESSPERSONS
KM,KM-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRESSPERSONS
KO,KO-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR OFFSET PLATEMAKER STRIPPERS
KP,KP-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR ENGINEERING JOURNEYPERSONS
KP,KP-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR ENGINEERING JOURNEYPERSONS
KS,KS-NON-CRAFT - SUPERVISORY
KS,KS-NON-CRAFT - SUPERVISORY
KS,KS-NON-CRAFT - SUPERVISORY
KS,KS-NON-CRAFT - SUPERVISORY
KS,KS-NON-CRAFT - SUPERVISORY
KS,KS-NON-CRAFT - SUPERVISORY
KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%"
KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%"
KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%"
KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%"
KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%"
KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%"
KY,"KY-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, EQUITY PAY"
WE,WE-CURRENCY MANUFACTURING
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348
AA,AA-ADMINISTRATIVE APPEALS JUDGES
AA,AA-ADMINISTRATIVE APPEALS JUDGES
AA,AA-ADMINISTRATIVE APPEALS JUDGES
AA,AA-ADMINISTRATIVE APPEALS JUDGES
AA,AA-ADMINISTRATIVE APPEALS JUDGES
AA,AA-ADMINISTRATIVE APPEALS JUDGES
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED"
AL,AL-ADMINISTRATIVE LAW JUDGES
AL,AL-ADMINISTRATIVE LAW JUDGES
AL,AL-ADMINISTRATIVE LAW JUDGES
CA,CA-BOARD OF CONTRACT APPEALS
CA,CA-BOARD OF CONTRACT APPEALS
CA,CA-BOARD OF CONTRACT APPEALS
ED,ED-EXPERT (5 U.S.C. 3109)
ED,ED-EXPERT (5 U.S.C. 3109)
ED,ED-EXPERT (5 U.S.C. 3109)
EE,EE-EXPERT (OTHER)
EF,EF-CONSULTANT (5 U.S.C. 3109)
EF,EF-CONSULTANT (5 U.S.C. 3109)
EF,EF-CONSULTANT (5 U.S.C. 3109)
EF,EF-CONSULTANT (5 U.S.C. 3109)
EG,EG-CONSULTANT (OTHER)
EH,EH-ADVISORY COMMITTEE MEMBER (5 U.S.C. 3109)
EI,EI-ADVISORY COMMITTEE MEMBER (OTHER)
ES,ES-SENIOR EXECUTIVE SERVICE
EX,EX-EXECUTIVE PAY
EX,EX-EXECUTIVE PAY
EX,EX-EXECUTIVE PAY
EX,EX-EXECUTIVE PAY
EX,EX-EXECUTIVE PAY
EX,EX-EXECUTIVE PAY
FE,FE-SENIOR FOREIGN SERVICE
FE,FE-SENIOR FOREIGN SERVICE
FE,FE-SENIOR FOREIGN SERVICE
FE,FE-SENIOR FOREIGN SERVICE
FO,FO-FOREIGN SERVICE OFFICERS
FO,FO-FOREIGN SERVICE OFFICERS
FO,FO-FOREIGN SERVICE OFFICERS
FO,FO-FOREIGN SERVICE OFFICERS
FP,FP-FOREIGN SERVICE PERSONNEL
FP,FP-FOREIGN SERVICE PERSONNEL
FP,FP-FOREIGN SERVICE PERSONNEL
FP,FP-FOREIGN SERVICE PERSONNEL
FP,FP-FOREIGN SERVICE PERSONNEL
FP,FP-FOREIGN SERVICE PERSONNEL
FP,FP-FOREIGN SERVICE PERSONNEL
IG,IG-INSPECTORS GENERAL WHOSE RATE OF BASIC PAY IS SET AT LEVEL III OF THE EXECUTIVE SCHEDULE PLUS 3 PERCENT
SL,SL-SENIOR LEVEL POSITIONS
SQ,SQ-PHYSICIANS/DENTISTS UNDER SCI & PROF (ST) PAY SYSTEM WHO RECEIVE MARKET PAY UNDER 38 U.S.C. 7431(C)
SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED
SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED
SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED
ST,ST-SCIENTIFIC AND PROFESSIONAL
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL"
AJ,AJ-ADMINISTRATIVE JUDGES
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN
CM,CM-FDIC SUPERVISORY AND MANAGERIAL POSITIONS BELOW THE EXECUTIVE LEVEL ONLY
CM,CM-FDIC SUPERVISORY AND MANAGERIAL POSITIONS BELOW THE EXECUTIVE LEVEL ONLY
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CN,CN-BUREAU OF CONSUMER FINANCIAL PROTECT(CFPB) INDEPENDENT AGCY WITHIN THE FED RES SYST(USE BY CFPB ONLY)
CT,CT-NONSUPERVISORY EMPLOYEES AT COMMODITY FUTURES TRADING COMMISSION OTHER THAN CONSULTANTS UNDER 5 U.S.C 3109. CO
CT,CT-NONSUPERVISORY EMPLOYEES AT COMMODITY FUTURES TRADING COMMISSION OTHER THAN CONSULTANTS UNDER 5 U.S.C 3109. CO
CT,CT-NONSUPERVISORY EMPLOYEES AT COMMODITY FUTURES TRADING COMMISSION OTHER THAN CONSULTANTS UNDER 5 U.S.C 3109. CO
CT,CT-NONSUPERVISORY EMPLOYEES AT COMMODITY FUTURES TRADING COMMISSION OTHER THAN CONSULTANTS UNDER 5 U.S.C 3109. CO
CT,CT-NONSUPERVISORY EMPLOYEES AT COMMODITY FUTURES TRADING COMMISSION OTHER THAN CONSULTANTS UNDER 5 U.S.C 3109. CO
CT,CT-NONSUPERVISORY EMPLOYEES AT COMMODITY FUTURES TRADING COMMISSION OTHER THAN CONSULTANTS UNDER 5 U.S.C 3109. CO
CT,CT-NONSUPERVISORY EMPLOYEES AT COMMODITY FUTURES TRADING COMMISSION OTHER THAN CONSULTANTS UNDER 5 U.S.C 3109. CO
CT,CT-NONSUPERVISORY EMPLOYEES AT COMMODITY FUTURES TRADING COMMISSION OTHER THAN CONSULTANTS UNDER 5 U.S.C 3109. CO
CT,CT-NONSUPERVISORY EMPLOYEES AT COMMODITY FUTURES TRADING COMMISSION OTHER THAN CONSULTANTS UNDER 5 U.S.C 3109. CO
CT,CT-NONSUPERVISORY EMPLOYEES AT COMMODITY FUTURES TRADING COMMISSION OTHER THAN CONSULTANTS UNDER 5 U.S.C 3109. CO
CT,CT-NONSUPERVISORY EMPLOYEES AT COMMODITY FUTURES TRADING COMMISSION OTHER THAN CONSULTANTS UNDER 5 U.S.C 3109. CO
CT,CT-NONSUPERVISORY EMPLOYEES AT COMMODITY FUTURES TRADING COMMISSION OTHER THAN CONSULTANTS UNDER 5 U.S.C 3109. CO
CU,CU-CREDIT UNION EMPLOYEES
CU,CU-CREDIT UNION EMPLOYEES
CU,CU-CREDIT UNION EMPLOYEES
CU,CU-CREDIT UNION EMPLOYEES
CU,CU-CREDIT UNION EMPLOYEES
CU,CU-CREDIT UNION EMPLOYEES
CU,CU-CREDIT UNION EMPLOYEES
CU,CU-CREDIT UNION EMPLOYEES
CU,CU-CREDIT UNION EMPLOYEES
CU,CU-CREDIT UNION EMPLOYEES
CU,CU-CREDIT UNION EMPLOYEES
CX,CX-SENIOR EXPERT POSITIONS IN THE FEDERAL DEPOSIT INSURANCE CORPORATION
DA,DA-DEMONSTRATION ADMINISTRATIVE
DA,DA-DEMONSTRATION ADMINISTRATIVE
DA,DA-DEMONSTRATION ADMINISTRATIVE
DA,DA-DEMONSTRATION ADMINISTRATIVE
DA,DA-DEMONSTRATION ADMINISTRATIVE
DA,DA-DEMONSTRATION ADMINISTRATIVE
DB,DB-DEMONSTRATION ENGINEERS AND SCIENTISTS
DB,DB-DEMONSTRATION ENGINEERS AND SCIENTISTS
DB,DB-DEMONSTRATION ENGINEERS AND SCIENTISTS
DB,DB-DEMONSTRATION ENGINEERS AND SCIENTISTS
DB,DB-DEMONSTRATION ENGINEERS AND SCIENTISTS
DB,DB-DEMONSTRATION ENGINEERS AND SCIENTISTS
DE,DE-DEMONSTRATION ENGINEERS AND SCIENTISTS TECHNICIANS
DE,DE-DEMONSTRATION ENGINEERS AND SCIENTISTS TECHNICIANS
DE,DE-DEMONSTRATION ENGINEERS AND SCIENTISTS TECHNICIANS
DE,DE-DEMONSTRATION ENGINEERS AND SCIENTISTS TECHNICIANS
DE,DE-DEMONSTRATION ENGINEERS AND SCIENTISTS TECHNICIANS
